,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
93,1988-04-03,5.805511090143105,-3.2114417613066486,8.83105647470101,5.805511090143105,5.805511090143105,-3.1218954409886743,-3.1218954409886743,-3.1218954409886743,0.20665935131336882,0.20665935131336882,0.20665935131336882,-3.328554792302043,-3.328554792302043,-3.328554792302043,0.0,0.0,0.0,2.6836156491544303
94,1988-04-04,5.807279050455478,-3.071817989056354,8.257990387394425,5.807279050455478,5.807279050455478,-3.4653006045264583,-3.4653006045264583,-3.4653006045264583,-0.24544953647684778,-0.24544953647684778,-0.24544953647684778,-3.21985106804961,-3.21985106804961,-3.21985106804961,0.0,0.0,0.0,2.34197844592902
95,1988-04-05,5.809047010767852,-3.2093621628930125,8.657844401437803,5.809047010767852,5.809047010767852,-3.0639334143744725,-3.0639334143744725,-3.0639334143744725,0.05335966115937223,0.05335966115937223,0.05335966115937223,-3.1172930755338446,-3.1172930755338446,-3.1172930755338446,0.0,0.0,0.0,2.7451135963933795
96,1988-04-06,5.810814971080226,-2.91932555362867,9.036298517618095,5.810814971080226,5.810814971080226,-3.0332412446258066,-3.0332412446258066,-3.0332412446258066,-0.014807118264103416,-0.014807118264103416,-0.014807118264103416,-3.0184341263617034,-3.0184341263617034,-3.0184341263617034,0.0,0.0,0.0,2.777573726454419
97,1988-04-07,5.812582931392599,-3.0779610322353776,8.544785092140238,5.812582931392599,5.812582931392599,-3.029598262767679,-3.029598262767679,-3.029598262767679,-0.10871997537532783,-0.10871997537532783,-0.10871997537532783,-2.9208782873923513,-2.9208782873923513,-2.9208782873923513,0.0,0.0,0.0,2.78298466862492
98,1988-04-08,5.814350891704974,-3.0134281378420638,8.95773114908462,5.814350891704974,5.814350891704974,-2.72553482266207,-2.72553482266207,-2.72553482266207,0.0967906021594104,0.0967906021594104,0.0967906021594104,-2.8223254248214804,-2.8223254248214804,-2.8223254248214804,0.0,0.0,0.0,3.088816069042904
99,1988-04-09,5.816118852017348,-2.3827377677951453,8.77776409911531,5.816118852017348,5.816118852017348,-2.708445044526322,-2.708445044526322,-2.708445044526322,0.012167015484385701,0.012167015484385701,0.012167015484385701,-2.720612060010707,-2.720612060010707,-2.720612060010707,0.0,0.0,0.0,3.1076738074910257
100,1988-04-10,5.817886812329721,-2.4335225856539116,8.994188334396489,5.817886812329721,5.817886812329721,-2.4070879478945506,-2.4070879478945506,-2.4070879478945506,0.20665935131320862,0.20665935131320862,0.20665935131320862,-2.6137472992077595,-2.6137472992077595,-2.6137472992077595,0.0,0.0,0.0,3.4107988644351708
101,1988-04-11,5.819654772642096,-2.9915694367297894,9.012655198133412,5.819654772642096,5.819654772642096,-2.7453927850312363,-2.7453927850312363,-2.7453927850312363,-0.24544953647671794,-0.24544953647671794,-0.24544953647671794,-2.4999432485545188,-2.4999432485545188,-2.4999432485545188,0.0,0.0,0.0,3.0742619876108597
102,1988-04-12,5.82142273295447,-2.5389993956305217,9.305564959925482,5.82142273295447,5.82142273295447,-2.3242798236177054,-2.3242798236177054,-2.3242798236177054,0.053359661159579616,0.053359661159579616,0.053359661159579616,-2.377639484777285,-2.377639484777285,-2.377639484777285,0.0,0.0,0.0,3.4971429093367643
103,1988-04-13,5.8231906932668425,-2.1732373827697695,9.22151930123657,5.8231906932668425,5.8231906932668425,-2.2603284344234225,-2.2603284344234225,-2.2603284344234225,-0.014807118264437247,-0.014807118264437247,-0.014807118264437247,-2.2455213161589853,-2.2455213161589853,-2.2455213161589853,0.0,0.0,0.0,3.56286225884342
104,1988-04-14,5.824958653579217,-2.5163619707834997,9.630426237258146,5.824958653579217,5.824958653579217,-2.2112517086003605,-2.2112517086003605,-2.2112517086003605,-0.10871997537555962,-0.10871997537555962,-0.10871997537555962,-2.102531733224801,-2.102531733224801,-2.102531733224801,0.0,0.0,0.0,3.6137069449788566
